('YMD','Year','Month','Day'),
('20021014','2002','10','14'),
('20021015','2002','10','15'),
('20021016','2002','10','16'),
('20021017','2002','10','17'),
('20021018','2002','10','18'),
('20021019','2002','10','19'),
('20021020','2002','10','20'),
('20021021','2002','10','21'),
('20021022','2002','10','22'),
('20021023','2002','10','23'),
('20021024','2002','10','24'),
('20021025','2002','10','25'),
('20021026','2002','10','26'),
('20021027','2002','10','27'),
('20021028','2002','10','28'),
('20021029','2002','10','29'),
('20021030','2002','10','30'),
('20021031','2002','10','31'),
('20021101','2002','11','01'),
('20021102','2002','11','02'),
('20021103','2002','11','03'),
('20021104','2002','11','04'),
('20021105','2002','11','05'),
('20021106','2002','11','06'),
('20021107','2002','11','07'),
('20021108','2002','11','08'),
('20021109','2002','11','09'),
('20021110','2002','11','10'),
('20021111','2002','11','11'),
('20021112','2002','11','12'),
('20021113','2002','11','13'),
('20021114','2002','11','14'),
('20021115','2002','11','15'),
('20021116','2002','11','16'),
('20021117','2002','11','17'),
('20021118','2002','11','18'),
('20021119','2002','11','19'),
('20021120','2002','11','20'),
('20021121','2002','11','21'),
('20021122','2002','11','22'),
('20021123','2002','11','23'),
('20021124','2002','11','24'),
('20021125','2002','11','25'),
('20021126','2002','11','26'),
('20021127','2002','11','27'),
('20021128','2002','11','28'),
('20021129','2002','11','29'),
('20021130','2002','11','30'),
('20021201','2002','12','01'),
('20021202','2002','12','02'),
('20021203','2002','12','03'),
('20021204','2002','12','04'),
('20021205','2002','12','05'),
('20021206','2002','12','06'),
('20021209','2002','12','09'),
('20021210','2002','12','10'),
('20021211','2002','12','11'),
('20021212','2002','12','12'),
('20021213','2002','12','13'),
('20021214','2002','12','14'),
('20021215','2002','12','15'),
('20021216','2002','12','16'),
('20021217','2002','12','17'),
('20021218','2002','12','18'),
('20021219','2002','12','19'),
('20021220','2002','12','20'),
('20021221','2002','12','21'),
('20021222','2002','12','22'),
('20021223','2002','12','23'),
('20021224','2002','12','24'),
('20021231','2002','12','31'),
('20020306','2002','03','06'),
('20020307','2002','03','07'),
('20020308','2002','03','08'),
('20020309','2002','03','09'),
('20020310','2002','03','10'),
('20020311','2002','03','11'),
('20021207','2002','12','07'),
('20021208','2002','12','08'),
('20021225','2002','12','25'),
('20021226','2002','12','26'),
('20021227','2002','12','27'),
('20021230','2002','12','30'),
('20020528','2002','05','28'),
('20020705','2002','07','05'),
('20020706','2002','07','06'),
('20020707','2002','07','07'),
('20020710','2002','07','10'),
('20020711','2002','07','11'),
('20020713','2002','07','13'),
('20020714','2002','07','14'),
('20020715','2002','07','15'),
('20020716','2002','07','16'),
('20020717','2002','07','17'),
('20020718','2002','07','18'),
('20020724','2002','07','24'),
('20020725','2002','07','25'),
('20020726','2002','07','26'),
('20021228','2002','12','28'),
('20021229','2002','12','29'),
('20030101','2003','01','01'),
('20030102','2003','01','02'),
('20030103','2003','01','03'),
('20030104','2003','01','04'),
('20030105','2003','01','05'),
('20030106','2003','01','06'),
('20030107','2003','01','07'),
('20030108','2003','01','08'),
('20030109','2003','01','09'),
('20030110','2003','01','10'),
('20030111','2003','01','11'),
('20030112','2003','01','12'),
('20030113','2003','01','13'),
('20030114','2003','01','14'),
('20030115','2003','01','15'),
('20030116','2003','01','16'),
('20030117','2003','01','17'),
('20030118','2003','01','18'),
('20030119','2003','01','19'),
('20030120','2003','01','20'),
('20030121','2003','01','21'),
('20030122','2003','01','22'),
('20030123','2003','01','23'),
('20030124','2003','01','24'),
('20030125','2003','01','25'),
('20030126','2003','01','26'),
('20030127','2003','01','27'),
('20030128','2003','01','28'),
('20030129','2003','01','29'),
('20030130','2003','01','30'),
('20030131','2003','01','31'),
('20030203','2003','02','03'),
('20030204','2003','02','04'),
('20030205','2003','02','05'),
('20030206','2003','02','06'),
('20030207','2003','02','07'),
('20030208','2003','02','08'),
('20030209','2003','02','09'),
('20030210','2003','02','10'),
('20030211','2003','02','11'),
('20030212','2003','02','12'),
('20030213','2003','02','13'),
('20030214','2003','02','14'),
('20030215','2003','02','15'),
('20030216','2003','02','16'),
('20030217','2003','02','17'),
('20030218','2003','02','18'),
('20030219','2003','02','19'),
('20030220','2003','02','20'),
('20030221','2003','02','21'),
('20030222','2003','02','22'),
('20030223','2003','02','23'),
('20030224','2003','02','24'),
('20030225','2003','02','25'),
('20030226','2003','02','26'),
('20030227','2003','02','27'),
('20030228','2003','02','28'),
('20030301','2003','03','01'),
('20030302','2003','03','02'),
('20030303','2003','03','03'),
('20030304','2003','03','04'),
('20030305','2003','03','05'),
('20030306','2003','03','06'),
('20030307','2003','03','07'),
('20030308','2003','03','08'),
('20030309','2003','03','09'),
('20030310','2003','03','10'),
('20030311','2003','03','11'),
('20030312','2003','03','12'),
('20030313','2003','03','13'),
('20030314','2003','03','14'),
('20030315','2003','03','15'),
('20030316','2003','03','16'),
('20030317','2003','03','17'),
('20030318','2003','03','18'),
('20030319','2003','03','19'),
('20030320','2003','03','20'),
('20030321','2003','03','21'),
('20030322','2003','03','22'),
('20030323','2003','03','23'),
('20030324','2003','03','24'),
('20030325','2003','03','25'),
('20030326','2003','03','26'),
('20030327','2003','03','27'),
('20030328','2003','03','28'),
('20030329','2003','03','29'),
('20030330','2003','03','30'),
('20030331','2003','03','31'),
('20030401','2003','04','01'),
('20030402','2003','04','02'),
('20030403','2003','04','03'),
('20030404','2003','04','04'),
('20030405','2003','04','05'),
('20030406','2003','04','06'),
('20030407','2003','04','07'),
('20030408','2003','04','08'),
('20030409','2003','04','09'),
('20030410','2003','04','10'),
('20030411','2003','04','11'),
('20030412','2003','04','12'),
('20030413','2003','04','13'),
('20030414','2003','04','14'),
('20030415','2003','04','15'),
('20030416','2003','04','16'),
('20030417','2003','04','17'),
('20030418','2003','04','18'),
('20030419','2003','04','19'),
('20030420','2003','04','20'),
('20030421','2003','04','21'),
('20030422','2003','04','22'),
('20030423','2003','04','23'),
('20030424','2003','04','24'),
('20030425','2003','04','25'),
('20030426','2003','04','26'),
('20030427','2003','04','27'),
('20030428','2003','04','28'),
('20030429','2003','04','29'),
('20030430','2003','04','30'),
('20030501','2003','05','01'),
('20030502','2003','05','02'),
('20030503','2003','05','03'),
('20030504','2003','05','04'),
('20030505','2003','05','05'),
('20030506','2003','05','06'),
('20030507','2003','05','07'),
('20030508','2003','05','08'),
('20030509','2003','05','09'),
('20030510','2003','05','10'),
('20030511','2003','05','11'),
('20030512','2003','05','12'),
('20030513','2003','05','13'),
('20030514','2003','05','14'),
('20030515','2003','05','15'),
('20030516','2003','05','16'),
('20030517','2003','05','17'),
('20030518','2003','05','18'),
('20030519','2003','05','19'),
('20030520','2003','05','20'),
('20030521','2003','05','21'),
('20030522','2003','05','22'),
('20030523','2003','05','23'),
('20030524','2003','05','24'),
('20030525','2003','05','25'),
('20030526','2003','05','26'),
('20030527','2003','05','27'),
('20030528','2003','05','28'),
('20030529','2003','05','29'),
('20030530','2003','05','30'),
('20030531','2003','05','31'),
('20030601','2003','06','01'),
('20030602','2003','06','02'),
('20030603','2003','06','03'),
('20030604','2003','06','04'),
('20030605','2003','06','05'),
('20030606','2003','06','06'),
('20030607','2003','06','07'),
('20030608','2003','06','08'),
('20030609','2003','06','09'),
('20030610','2003','06','10'),
('20030611','2003','06','11'),
('20030612','2003','06','12'),
('20030613','2003','06','13'),
('20030614','2003','06','14'),
('20030615','2003','06','15'),
('20030616','2003','06','16'),
('20030617','2003','06','17'),
('20030618','2003','06','18'),
('20030619','2003','06','19'),
('20030620','2003','06','20'),
('20030621','2003','06','21'),
('20030622','2003','06','22'),
('20030623','2003','06','23'),
('20030624','2003','06','24'),
('20030625','2003','06','25'),
('20030626','2003','06','26'),
('20030627','2003','06','27'),
('20030628','2003','06','28'),
('20030629','2003','06','29'),
('20030630','2003','06','30'),
('20030701','2003','07','01'),
('20030702','2003','07','02'),
('20030703','2003','07','03'),
('20030704','2003','07','04'),
('20030705','2003','07','05'),
('20030706','2003','07','06'),
('20030707','2003','07','07'),
('20030708','2003','07','08'),
('20030709','2003','07','09'),
('20030710','2003','07','10'),
('20030711','2003','07','11'),
('20030712','2003','07','12'),
('20030713','2003','07','13'),
('20030714','2003','07','14'),
('20030715','2003','07','15'),
('20030716','2003','07','16'),
('20030717','2003','07','17'),
('20030718','2003','07','18'),
('20030719','2003','07','19'),
('20030720','2003','07','20'),
('20030721','2003','07','21'),
('20030722','2003','07','22'),
('20030723','2003','07','23'),
('20030724','2003','07','24'),
('20030725','2003','07','25'),
('20030726','2003','07','26'),
('20030727','2003','07','27'),
('20030728','2003','07','28'),
('20030729','2003','07','29'),
('20030730','2003','07','30'),
('20030731','2003','07','31'),
('20031001','2003','10','01'),
('20031002','2003','10','02'),
('20031003','2003','10','03'),
('20031004','2003','10','04'),
('20031005','2003','10','05'),
('20031006','2003','10','06'),
('20031007','2003','10','07'),
('20031008','2003','10','08'),
('20031009','2003','10','09'),
('20031010','2003','10','10'),
('20031011','2003','10','11'),
('20031012','2003','10','12'),
('20031013','2003','10','13'),
('20031014','2003','10','14'),
('20031015','2003','10','15'),
('20031017','2003','10','17'),
('20031018','2003','10','18'),
('20031019','2003','10','19'),
('20031020','2003','10','20'),
('20031021','2003','10','21'),
('20031022','2003','10','22'),
('20031023','2003','10','23'),
('20031024','2003','10','24'),
('20031025','2003','10','25'),
('20031026','2003','10','26'),
('20031027','2003','10','27'),
('20031028','2003','10','28'),
('20031029','2003','10','29'),
('20031030','2003','10','30'),
('20031031','2003','10','31'),
('20031101','2003','11','01'),
('20031102','2003','11','02'),
('20031103','2003','11','03'),
('20031104','2003','11','04'),
('20031105','2003','11','05'),
('20031106','2003','11','06'),
('20031107','2003','11','07'),
('20031108','2003','11','08'),
('20031109','2003','11','09'),
('20031110','2003','11','10'),
('20031111','2003','11','11'),
('20031112','2003','11','12'),
('20031113','2003','11','13'),
('20031114','2003','11','14'),
('20031115','2003','11','15'),
('20031116','2003','11','16'),
('20031117','2003','11','17'),
('20031119','2003','11','19'),
('20031120','2003','11','20'),
('20031121','2003','11','21'),
('20031122','2003','11','22'),
('20031123','2003','11','23'),
('20031124','2003','11','24'),
('20031125','2003','11','25'),
('20031126','2003','11','26'),
('20031127','2003','11','27'),
('20031128','2003','11','28'),
('20031129','2003','11','29'),
('20031130','2003','11','30'),
('20031201','2003','12','01'),
('20031202','2003','12','02'),
('20031203','2003','12','03'),
('20031204','2003','12','04'),
('20031205','2003','12','05'),
('20031206','2003','12','06'),
('20031207','2003','12','07'),
('20031208','2003','12','08'),
('20031209','2003','12','09'),
('20031210','2003','12','10'),
('20031211','2003','12','11'),
('20031212','2003','12','12'),
('20031213','2003','12','13'),
('20031214','2003','12','14'),
('20031215','2003','12','15'),
('20031216','2003','12','16'),
('20031217','2003','12','17'),
('20031218','2003','12','18'),
('20031219','2003','12','19'),
('20031220','2003','12','20'),
('20031221','2003','12','21'),
('20031222','2003','12','22'),
('20031223','2003','12','23'),
('20031224','2003','12','24'),
('20031225','2003','12','25'),
('20031226','2003','12','26'),
('20031227','2003','12','27'),
('20031228','2003','12','28'),
('20031229','2003','12','29'),
('20031230','2003','12','30'),
('20031231','2003','12','31'),
('20030201','2003','02','01'),
('20030202','2003','02','02'),
('20031118','2003','11','18'),
('20030801','2003','08','01'),
('20030802','2003','08','02'),
('20030803','2003','08','03'),
('20030804','2003','08','04'),
('20030805','2003','08','05'),
('20030806','2003','08','06'),
('20030807','2003','08','07'),
('20030808','2003','08','08'),
('20030809','2003','08','09'),
('20030810','2003','08','10'),
('20030811','2003','08','11'),
('20030812','2003','08','12'),
('20030813','2003','08','13'),
('20030814','2003','08','14'),
('20030815','2003','08','15'),
('20030816','2003','08','16'),
('20030817','2003','08','17'),
('20030818','2003','08','18'),
('20030819','2003','08','19'),
('20030820','2003','08','20'),
('20030821','2003','08','21'),
('20030822','2003','08','22'),
('20030823','2003','08','23'),
('20030824','2003','08','24'),
('20030825','2003','08','25'),
('20030826','2003','08','26'),
('20030827','2003','08','27'),
('20030828','2003','08','28'),
('20030829','2003','08','29'),
('20030830','2003','08','30'),
('20030831','2003','08','31'),
('20030901','2003','09','01'),
('20030902','2003','09','02'),
('20030903','2003','09','03'),
('20030904','2003','09','04'),
('20030905','2003','09','05'),
('20030906','2003','09','06'),
('20030907','2003','09','07'),
('20030908','2003','09','08'),
('20030909','2003','09','09'),
('20030910','2003','09','10'),
('20030911','2003','09','11'),
('20030912','2003','09','12'),
('20030913','2003','09','13'),
('20030914','2003','09','14'),
('20030915','2003','09','15'),
('20030916','2003','09','16'),
('20030917','2003','09','17'),
('20030918','2003','09','18'),
('20030919','2003','09','19'),
('20030920','2003','09','20'),
('20030921','2003','09','21'),
